sample	State	Country	Year	sampleID
1890-CA-BC	CA-BC	CA	1890	1890-CA-BC
1890-CA-MB	CA-MB	CA	1890	1890-CA-MB
1890-CA-NB	CA-NB	CA	1890	1890-CA-NB
1890-CA-NS	CA-NS	CA	1890	1890-CA-NS
1890-CA-ON	CA-ON	CA	1890	1890-CA-ON
1890-CA-QC	CA-QC	CA	1890	1890-CA-QC
1890-US-AK	US-AK	US	1890	1890-US-AK
1890-US-AL	US-AL	US	1890	1890-US-AL
1890-US-AR	US-AR	US	1890	1890-US-AR
1890-US-CA	US-CA	US	1890	1890-US-CA
1890-US-CO	US-CO	US	1890	1890-US-CO
1890-US-CT	US-CT	US	1890	1890-US-CT
1890-US-DC	US-DC	US	1890	1890-US-DC
1890-US-FL	US-FL	US	1890	1890-US-FL
1890-US-GA	US-GA	US	1890	1890-US-GA
1890-US-IA	US-IA	US	1890	1890-US-IA
1890-US-ID	US-ID	US	1890	1890-US-ID
1890-US-IL	US-IL	US	1890	1890-US-IL
1890-US-IN	US-IN	US	1890	1890-US-IN
1890-US-KY	US-KY	US	1890	1890-US-KY
1890-US-MA	US-MA	US	1890	1890-US-MA
1890-US-MD	US-MD	US	1890	1890-US-MD
1890-US-ME	US-ME	US	1890	1890-US-ME
1890-US-MI	US-MI	US	1890	1890-US-MI
1890-US-MN	US-MN	US	1890	1890-US-MN
1890-US-MS	US-MS	US	1890	1890-US-MS
1890-US-MT	US-MT	US	1890	1890-US-MT
1890-US-NC	US-NC	US	1890	1890-US-NC
1890-US-ND	US-ND	US	1890	1890-US-ND
1890-US-NH	US-NH	US	1890	1890-US-NH
1890-US-NJ	US-NJ	US	1890	1890-US-NJ
1890-US-NY	US-NY	US	1890	1890-US-NY
1890-US-OH	US-OH	US	1890	1890-US-OH
1890-US-PA	US-PA	US	1890	1890-US-PA
1890-US-SC	US-SC	US	1890	1890-US-SC
1890-US-SD	US-SD	US	1890	1890-US-SD
1890-US-TN	US-TN	US	1890	1890-US-TN
1890-US-TX	US-TX	US	1890	1890-US-TX
1890-US-VA	US-VA	US	1890	1890-US-VA
1891-CA-BC	CA-BC	CA	1891	1891-CA-BC
1891-CA-MB	CA-MB	CA	1891	1891-CA-MB
1891-CA-NL	CA-NL	CA	1891	1891-CA-NL
1891-CA-NS	CA-NS	CA	1891	1891-CA-NS
1891-CA-NT	CA-NT	CA	1891	1891-CA-NT
1891-CA-ON	CA-ON	CA	1891	1891-CA-ON
1891-CA-QC	CA-QC	CA	1891	1891-CA-QC
1891-US-AK	US-AK	US	1891	1891-US-AK
1891-US-AL	US-AL	US	1891	1891-US-AL
1891-US-AR	US-AR	US	1891	1891-US-AR
1891-US-AZ	US-AZ	US	1891	1891-US-AZ
1891-US-CA	US-CA	US	1891	1891-US-CA
1891-US-CT	US-CT	US	1891	1891-US-CT
1891-US-GA	US-GA	US	1891	1891-US-GA
1891-US-IA	US-IA	US	1891	1891-US-IA
1891-US-KY	US-KY	US	1891	1891-US-KY
1891-US-MA	US-MA	US	1891	1891-US-MA
1891-US-MD	US-MD	US	1891	1891-US-MD
1891-US-MI	US-MI	US	1891	1891-US-MI
1891-US-MN	US-MN	US	1891	1891-US-MN
1891-US-MT	US-MT	US	1891	1891-US-MT
1891-US-NC	US-NC	US	1891	1891-US-NC
1891-US-ND	US-ND	US	1891	1891-US-ND
1891-US-NJ	US-NJ	US	1891	1891-US-NJ
1891-US-NY	US-NY	US	1891	1891-US-NY
1891-US-PA	US-PA	US	1891	1891-US-PA
1891-US-SC	US-SC	US	1891	1891-US-SC
1891-US-SD	US-SD	US	1891	1891-US-SD
1891-US-TX	US-TX	US	1891	1891-US-TX
1891-US-WI	US-WI	US	1891	1891-US-WI
1891-US-WV	US-WV	US	1891	1891-US-WV
1892-CA-NS	CA-NS	CA	1892	1892-CA-NS
1892-CA-ON	CA-ON	CA	1892	1892-CA-ON
1892-CA-QC	CA-QC	CA	1892	1892-CA-QC
1892-US-AK	US-AK	US	1892	1892-US-AK
1892-US-AL	US-AL	US	1892	1892-US-AL
1892-US-AR	US-AR	US	1892	1892-US-AR
1892-US-AZ	US-AZ	US	1892	1892-US-AZ
1892-US-CA	US-CA	US	1892	1892-US-CA
1892-US-CO	US-CO	US	1892	1892-US-CO
1892-US-CT	US-CT	US	1892	1892-US-CT
1892-US-IA	US-IA	US	1892	1892-US-IA
1892-US-IL	US-IL	US	1892	1892-US-IL
1892-US-IN	US-IN	US	1892	1892-US-IN
1892-US-KY	US-KY	US	1892	1892-US-KY
1892-US-MA	US-MA	US	1892	1892-US-MA
1892-US-MD	US-MD	US	1892	1892-US-MD
1892-US-ME	US-ME	US	1892	1892-US-ME
1892-US-MN	US-MN	US	1892	1892-US-MN
1892-US-MT	US-MT	US	1892	1892-US-MT
1892-US-NJ	US-NJ	US	1892	1892-US-NJ
1892-US-NY	US-NY	US	1892	1892-US-NY
1892-US-PA	US-PA	US	1892	1892-US-PA
1892-US-SC	US-SC	US	1892	1892-US-SC
1892-US-TX	US-TX	US	1892	1892-US-TX
1892-US-VA	US-VA	US	1892	1892-US-VA
1892-US-VT	US-VT	US	1892	1892-US-VT
1892-US-WI	US-WI	US	1892	1892-US-WI
1892-US-WV	US-WV	US	1892	1892-US-WV
1893-CA-AB	CA-AB	CA	1893	1893-CA-AB
1893-CA-NS	CA-NS	CA	1893	1893-CA-NS
1893-CA-ON	CA-ON	CA	1893	1893-CA-ON
1893-CA-QC	CA-QC	CA	1893	1893-CA-QC
1893-CA-SK	CA-SK	CA	1893	1893-CA-SK
1893-US-AK	US-AK	US	1893	1893-US-AK
1893-US-AL	US-AL	US	1893	1893-US-AL
1893-US-CA	US-CA	US	1893	1893-US-CA
1893-US-CT	US-CT	US	1893	1893-US-CT
1893-US-DC	US-DC	US	1893	1893-US-DC
1893-US-GA	US-GA	US	1893	1893-US-GA
1893-US-IA	US-IA	US	1893	1893-US-IA
1893-US-IL	US-IL	US	1893	1893-US-IL
1893-US-IN	US-IN	US	1893	1893-US-IN
1893-US-KS	US-KS	US	1893	1893-US-KS
1893-US-KY	US-KY	US	1893	1893-US-KY
1893-US-LA	US-LA	US	1893	1893-US-LA
1893-US-MA	US-MA	US	1893	1893-US-MA
1893-US-MD	US-MD	US	1893	1893-US-MD
1893-US-ME	US-ME	US	1893	1893-US-ME
1893-US-MI	US-MI	US	1893	1893-US-MI
1893-US-MN	US-MN	US	1893	1893-US-MN
1893-US-MT	US-MT	US	1893	1893-US-MT
1893-US-ND	US-ND	US	1893	1893-US-ND
1893-US-NE	US-NE	US	1893	1893-US-NE
1893-US-NJ	US-NJ	US	1893	1893-US-NJ
1893-US-NY	US-NY	US	1893	1893-US-NY
1893-US-OH	US-OH	US	1893	1893-US-OH
1893-US-PA	US-PA	US	1893	1893-US-PA
1893-US-SC	US-SC	US	1893	1893-US-SC
1893-US-TN	US-TN	US	1893	1893-US-TN
1893-US-TX	US-TX	US	1893	1893-US-TX
1893-US-VA	US-VA	US	1893	1893-US-VA
1893-US-WI	US-WI	US	1893	1893-US-WI
1893-US-WV	US-WV	US	1893	1893-US-WV
1894-CA-MB	CA-MB	CA	1894	1894-CA-MB
1894-CA-NS	CA-NS	CA	1894	1894-CA-NS
1894-CA-ON	CA-ON	CA	1894	1894-CA-ON
1894-CA-QC	CA-QC	CA	1894	1894-CA-QC
1894-US-AK	US-AK	US	1894	1894-US-AK
1894-US-AL	US-AL	US	1894	1894-US-AL
1894-US-AZ	US-AZ	US	1894	1894-US-AZ
1894-US-CA	US-CA	US	1894	1894-US-CA
1894-US-CT	US-CT	US	1894	1894-US-CT
1894-US-IA	US-IA	US	1894	1894-US-IA
1894-US-IL	US-IL	US	1894	1894-US-IL
1894-US-IN	US-IN	US	1894	1894-US-IN
1894-US-KY	US-KY	US	1894	1894-US-KY
1894-US-LA	US-LA	US	1894	1894-US-LA
1894-US-MA	US-MA	US	1894	1894-US-MA
1894-US-MD	US-MD	US	1894	1894-US-MD
1894-US-ME	US-ME	US	1894	1894-US-ME
1894-US-MI	US-MI	US	1894	1894-US-MI
1894-US-MN	US-MN	US	1894	1894-US-MN
1894-US-MO	US-MO	US	1894	1894-US-MO
1894-US-MT	US-MT	US	1894	1894-US-MT
1894-US-NC	US-NC	US	1894	1894-US-NC
1894-US-NH	US-NH	US	1894	1894-US-NH
1894-US-NJ	US-NJ	US	1894	1894-US-NJ
1894-US-NY	US-NY	US	1894	1894-US-NY
1894-US-OH	US-OH	US	1894	1894-US-OH
1894-US-PA	US-PA	US	1894	1894-US-PA
1894-US-TX	US-TX	US	1894	1894-US-TX
1894-US-VA	US-VA	US	1894	1894-US-VA
1894-US-VT	US-VT	US	1894	1894-US-VT
1894-US-WA	US-WA	US	1894	1894-US-WA
1894-US-WI	US-WI	US	1894	1894-US-WI
1895-CA-BC	CA-BC	CA	1895	1895-CA-BC
1895-CA-MB	CA-MB	CA	1895	1895-CA-MB
1895-CA-NS	CA-NS	CA	1895	1895-CA-NS
1895-CA-ON	CA-ON	CA	1895	1895-CA-ON
1895-CA-QC	CA-QC	CA	1895	1895-CA-QC
1895-CA-SK	CA-SK	CA	1895	1895-CA-SK
1895-US-AK	US-AK	US	1895	1895-US-AK
1895-US-AL	US-AL	US	1895	1895-US-AL
1895-US-AR	US-AR	US	1895	1895-US-AR
1895-US-AZ	US-AZ	US	1895	1895-US-AZ
1895-US-CA	US-CA	US	1895	1895-US-CA
1895-US-CO	US-CO	US	1895	1895-US-CO
1895-US-CT	US-CT	US	1895	1895-US-CT
1895-US-FL	US-FL	US	1895	1895-US-FL
1895-US-IA	US-IA	US	1895	1895-US-IA
1895-US-IL	US-IL	US	1895	1895-US-IL
1895-US-IN	US-IN	US	1895	1895-US-IN
1895-US-MA	US-MA	US	1895	1895-US-MA
1895-US-MD	US-MD	US	1895	1895-US-MD
1895-US-ME	US-ME	US	1895	1895-US-ME
1895-US-MI	US-MI	US	1895	1895-US-MI
1895-US-MT	US-MT	US	1895	1895-US-MT
1895-US-NC	US-NC	US	1895	1895-US-NC
1895-US-NJ	US-NJ	US	1895	1895-US-NJ
1895-US-NY	US-NY	US	1895	1895-US-NY
1895-US-OH	US-OH	US	1895	1895-US-OH
1895-US-PA	US-PA	US	1895	1895-US-PA
1895-US-SC	US-SC	US	1895	1895-US-SC
1895-US-VA	US-VA	US	1895	1895-US-VA
1895-US-WA	US-WA	US	1895	1895-US-WA
1895-US-WI	US-WI	US	1895	1895-US-WI
1896-CA-BC	CA-BC	CA	1896	1896-CA-BC
1896-CA-NS	CA-NS	CA	1896	1896-CA-NS
1896-CA-NT	CA-NT	CA	1896	1896-CA-NT
1896-CA-ON	CA-ON	CA	1896	1896-CA-ON
1896-CA-QC	CA-QC	CA	1896	1896-CA-QC
1896-US-AK	US-AK	US	1896	1896-US-AK
1896-US-AR	US-AR	US	1896	1896-US-AR
1896-US-AZ	US-AZ	US	1896	1896-US-AZ
1896-US-CA	US-CA	US	1896	1896-US-CA
1896-US-DE	US-DE	US	1896	1896-US-DE
1896-US-FL	US-FL	US	1896	1896-US-FL
1896-US-GA	US-GA	US	1896	1896-US-GA
1896-US-IA	US-IA	US	1896	1896-US-IA
1896-US-IL	US-IL	US	1896	1896-US-IL
1896-US-MA	US-MA	US	1896	1896-US-MA
1896-US-MD	US-MD	US	1896	1896-US-MD
1896-US-ME	US-ME	US	1896	1896-US-ME
1896-US-MI	US-MI	US	1896	1896-US-MI
1896-US-MN	US-MN	US	1896	1896-US-MN
1896-US-MO	US-MO	US	1896	1896-US-MO
1896-US-MT	US-MT	US	1896	1896-US-MT
1896-US-NE	US-NE	US	1896	1896-US-NE
1896-US-NJ	US-NJ	US	1896	1896-US-NJ
1896-US-NY	US-NY	US	1896	1896-US-NY
1896-US-OH	US-OH	US	1896	1896-US-OH
1896-US-TX	US-TX	US	1896	1896-US-TX
1896-US-VT	US-VT	US	1896	1896-US-VT
1896-US-WA	US-WA	US	1896	1896-US-WA
1896-US-WI	US-WI	US	1896	1896-US-WI
1896-US-WV	US-WV	US	1896	1896-US-WV
1897-CA-NS	CA-NS	CA	1897	1897-CA-NS
1897-CA-ON	CA-ON	CA	1897	1897-CA-ON
1897-CA-QC	CA-QC	CA	1897	1897-CA-QC
1897-US-AK	US-AK	US	1897	1897-US-AK
1897-US-AL	US-AL	US	1897	1897-US-AL
1897-US-AZ	US-AZ	US	1897	1897-US-AZ
1897-US-CA	US-CA	US	1897	1897-US-CA
1897-US-CO	US-CO	US	1897	1897-US-CO
1897-US-CT	US-CT	US	1897	1897-US-CT
1897-US-FL	US-FL	US	1897	1897-US-FL
1897-US-GA	US-GA	US	1897	1897-US-GA
1897-US-IA	US-IA	US	1897	1897-US-IA
1897-US-IL	US-IL	US	1897	1897-US-IL
1897-US-IN	US-IN	US	1897	1897-US-IN
1897-US-KS	US-KS	US	1897	1897-US-KS
1897-US-MA	US-MA	US	1897	1897-US-MA
1897-US-ME	US-ME	US	1897	1897-US-ME
1897-US-MI	US-MI	US	1897	1897-US-MI
1897-US-MN	US-MN	US	1897	1897-US-MN
1897-US-MO	US-MO	US	1897	1897-US-MO
1897-US-MS	US-MS	US	1897	1897-US-MS
1897-US-MT	US-MT	US	1897	1897-US-MT
1897-US-NH	US-NH	US	1897	1897-US-NH
1897-US-NJ	US-NJ	US	1897	1897-US-NJ
1897-US-NY	US-NY	US	1897	1897-US-NY
1897-US-OH	US-OH	US	1897	1897-US-OH
1897-US-TX	US-TX	US	1897	1897-US-TX
1897-US-WA	US-WA	US	1897	1897-US-WA
1897-US-WI	US-WI	US	1897	1897-US-WI
1897-US-WV	US-WV	US	1897	1897-US-WV
1898-CA-AB	CA-AB	CA	1898	1898-CA-AB
1898-CA-MB	CA-MB	CA	1898	1898-CA-MB
1898-CA-NS	CA-NS	CA	1898	1898-CA-NS
1898-CA-NT	CA-NT	CA	1898	1898-CA-NT
1898-CA-ON	CA-ON	CA	1898	1898-CA-ON
1898-CA-QC	CA-QC	CA	1898	1898-CA-QC
1898-US-AK	US-AK	US	1898	1898-US-AK
1898-US-AL	US-AL	US	1898	1898-US-AL
1898-US-CA	US-CA	US	1898	1898-US-CA
1898-US-CO	US-CO	US	1898	1898-US-CO
1898-US-CT	US-CT	US	1898	1898-US-CT
1898-US-FL	US-FL	US	1898	1898-US-FL
1898-US-GA	US-GA	US	1898	1898-US-GA
1898-US-IL	US-IL	US	1898	1898-US-IL
1898-US-KY	US-KY	US	1898	1898-US-KY
1898-US-MA	US-MA	US	1898	1898-US-MA
1898-US-MD	US-MD	US	1898	1898-US-MD
1898-US-ME	US-ME	US	1898	1898-US-ME
1898-US-MI	US-MI	US	1898	1898-US-MI
1898-US-MN	US-MN	US	1898	1898-US-MN
1898-US-MT	US-MT	US	1898	1898-US-MT
1898-US-NC	US-NC	US	1898	1898-US-NC
1898-US-ND	US-ND	US	1898	1898-US-ND
1898-US-NE	US-NE	US	1898	1898-US-NE
1898-US-NJ	US-NJ	US	1898	1898-US-NJ
1898-US-NV	US-NV	US	1898	1898-US-NV
1898-US-NY	US-NY	US	1898	1898-US-NY
1898-US-OH	US-OH	US	1898	1898-US-OH
1898-US-OR	US-OR	US	1898	1898-US-OR
1898-US-PA	US-PA	US	1898	1898-US-PA
1898-US-SC	US-SC	US	1898	1898-US-SC
1898-US-SD	US-SD	US	1898	1898-US-SD
1898-US-TX	US-TX	US	1898	1898-US-TX
1898-US-VA	US-VA	US	1898	1898-US-VA
1898-US-WI	US-WI	US	1898	1898-US-WI
1898-US-WV	US-WV	US	1898	1898-US-WV
1899-CA-BC	CA-BC	CA	1899	1899-CA-BC
1899-CA-NB	CA-NB	CA	1899	1899-CA-NB
1899-CA-NL	CA-NL	CA	1899	1899-CA-NL
1899-CA-NS	CA-NS	CA	1899	1899-CA-NS
1899-CA-ON	CA-ON	CA	1899	1899-CA-ON
1899-CA-QC	CA-QC	CA	1899	1899-CA-QC
1899-CA-YT	CA-YT	CA	1899	1899-CA-YT
1899-US-AK	US-AK	US	1899	1899-US-AK
1899-US-AL	US-AL	US	1899	1899-US-AL
1899-US-AR	US-AR	US	1899	1899-US-AR
1899-US-CA	US-CA	US	1899	1899-US-CA
1899-US-CO	US-CO	US	1899	1899-US-CO
1899-US-FL	US-FL	US	1899	1899-US-FL
1899-US-GA	US-GA	US	1899	1899-US-GA
1899-US-IA	US-IA	US	1899	1899-US-IA
1899-US-IL	US-IL	US	1899	1899-US-IL
1899-US-KS	US-KS	US	1899	1899-US-KS
1899-US-MA	US-MA	US	1899	1899-US-MA
1899-US-MD	US-MD	US	1899	1899-US-MD
1899-US-ME	US-ME	US	1899	1899-US-ME
1899-US-MI	US-MI	US	1899	1899-US-MI
1899-US-MN	US-MN	US	1899	1899-US-MN
1899-US-MT	US-MT	US	1899	1899-US-MT
1899-US-NE	US-NE	US	1899	1899-US-NE
1899-US-NJ	US-NJ	US	1899	1899-US-NJ
1899-US-NY	US-NY	US	1899	1899-US-NY
1899-US-OH	US-OH	US	1899	1899-US-OH
1899-US-PA	US-PA	US	1899	1899-US-PA
1899-US-RI	US-RI	US	1899	1899-US-RI
1899-US-SC	US-SC	US	1899	1899-US-SC
1899-US-TX	US-TX	US	1899	1899-US-TX
1899-US-VA	US-VA	US	1899	1899-US-VA
1899-US-WI	US-WI	US	1899	1899-US-WI
1899-US-WY	US-WY	US	1899	1899-US-WY
1900-CA-AB	CA-AB	CA	1900	1900-CA-AB
1900-CA-BC	CA-BC	CA	1900	1900-CA-BC
1900-CA-MB	CA-MB	CA	1900	1900-CA-MB
1900-CA-NL	CA-NL	CA	1900	1900-CA-NL
1900-CA-NS	CA-NS	CA	1900	1900-CA-NS
1900-CA-NU	CA-NU	CA	1900	1900-CA-NU
1900-CA-ON	CA-ON	CA	1900	1900-CA-ON
1900-CA-QC	CA-QC	CA	1900	1900-CA-QC
1900-CA-YT	CA-YT	CA	1900	1900-CA-YT
1900-US-AK	US-AK	US	1900	1900-US-AK
1900-US-AR	US-AR	US	1900	1900-US-AR
1900-US-AZ	US-AZ	US	1900	1900-US-AZ
1900-US-CA	US-CA	US	1900	1900-US-CA
1900-US-CO	US-CO	US	1900	1900-US-CO
1900-US-CT	US-CT	US	1900	1900-US-CT
1900-US-FL	US-FL	US	1900	1900-US-FL
1900-US-GA	US-GA	US	1900	1900-US-GA
1900-US-IA	US-IA	US	1900	1900-US-IA
1900-US-ID	US-ID	US	1900	1900-US-ID
1900-US-IL	US-IL	US	1900	1900-US-IL
1900-US-IN	US-IN	US	1900	1900-US-IN
1900-US-MA	US-MA	US	1900	1900-US-MA
1900-US-MD	US-MD	US	1900	1900-US-MD
1900-US-ME	US-ME	US	1900	1900-US-ME
1900-US-MI	US-MI	US	1900	1900-US-MI
1900-US-MN	US-MN	US	1900	1900-US-MN
1900-US-MO	US-MO	US	1900	1900-US-MO
1900-US-MT	US-MT	US	1900	1900-US-MT
1900-US-NC	US-NC	US	1900	1900-US-NC
1900-US-NE	US-NE	US	1900	1900-US-NE
1900-US-NH	US-NH	US	1900	1900-US-NH
1900-US-NJ	US-NJ	US	1900	1900-US-NJ
1900-US-NY	US-NY	US	1900	1900-US-NY
1900-US-OH	US-OH	US	1900	1900-US-OH
1900-US-OK	US-OK	US	1900	1900-US-OK
1900-US-OR	US-OR	US	1900	1900-US-OR
1900-US-PA	US-PA	US	1900	1900-US-PA
1900-US-RI	US-RI	US	1900	1900-US-RI
1900-US-SC	US-SC	US	1900	1900-US-SC
1900-US-TN	US-TN	US	1900	1900-US-TN
1900-US-TX	US-TX	US	1900	1900-US-TX
1900-US-UT	US-UT	US	1900	1900-US-UT
1900-US-VA	US-VA	US	1900	1900-US-VA
1900-US-VT	US-VT	US	1900	1900-US-VT
1900-US-WA	US-WA	US	1900	1900-US-WA
1900-US-WI	US-WI	US	1900	1900-US-WI
1900-US-WV	US-WV	US	1900	1900-US-WV
1900-US-WY	US-WY	US	1900	1900-US-WY
1901-CA-MB	CA-MB	CA	1901	1901-CA-MB
1901-CA-NS	CA-NS	CA	1901	1901-CA-NS
1901-CA-NT	CA-NT	CA	1901	1901-CA-NT
1901-CA-ON	CA-ON	CA	1901	1901-CA-ON
1901-CA-QC	CA-QC	CA	1901	1901-CA-QC
1901-CA-SK	CA-SK	CA	1901	1901-CA-SK
1901-US-AK	US-AK	US	1901	1901-US-AK
1901-US-AZ	US-AZ	US	1901	1901-US-AZ
1901-US-CA	US-CA	US	1901	1901-US-CA
1901-US-CO	US-CO	US	1901	1901-US-CO
1901-US-CT	US-CT	US	1901	1901-US-CT
1901-US-FL	US-FL	US	1901	1901-US-FL
1901-US-IA	US-IA	US	1901	1901-US-IA
1901-US-IN	US-IN	US	1901	1901-US-IN
1901-US-MA	US-MA	US	1901	1901-US-MA
1901-US-MD	US-MD	US	1901	1901-US-MD
1901-US-ME	US-ME	US	1901	1901-US-ME
1901-US-MI	US-MI	US	1901	1901-US-MI
1901-US-MT	US-MT	US	1901	1901-US-MT
1901-US-ND	US-ND	US	1901	1901-US-ND
1901-US-NE	US-NE	US	1901	1901-US-NE
1901-US-NH	US-NH	US	1901	1901-US-NH
1901-US-NJ	US-NJ	US	1901	1901-US-NJ
1901-US-NY	US-NY	US	1901	1901-US-NY
1901-US-OH	US-OH	US	1901	1901-US-OH
1901-US-PA	US-PA	US	1901	1901-US-PA
1901-US-SC	US-SC	US	1901	1901-US-SC
1901-US-TX	US-TX	US	1901	1901-US-TX
1901-US-WA	US-WA	US	1901	1901-US-WA
1901-US-WI	US-WI	US	1901	1901-US-WI
1901-US-WV	US-WV	US	1901	1901-US-WV
1902-CA-BC	CA-BC	CA	1902	1902-CA-BC
1902-CA-MB	CA-MB	CA	1902	1902-CA-MB
1902-CA-NS	CA-NS	CA	1902	1902-CA-NS
1902-CA-ON	CA-ON	CA	1902	1902-CA-ON
1902-CA-QC	CA-QC	CA	1902	1902-CA-QC
1902-US-AK	US-AK	US	1902	1902-US-AK
1902-US-AL	US-AL	US	1902	1902-US-AL
1902-US-AZ	US-AZ	US	1902	1902-US-AZ
1902-US-CA	US-CA	US	1902	1902-US-CA
1902-US-CO	US-CO	US	1902	1902-US-CO
1902-US-CT	US-CT	US	1902	1902-US-CT
1902-US-FL	US-FL	US	1902	1902-US-FL
1902-US-GA	US-GA	US	1902	1902-US-GA
1902-US-HI	US-HI	US	1902	1902-US-HI
1902-US-IA	US-IA	US	1902	1902-US-IA
1902-US-ID	US-ID	US	1902	1902-US-ID
1902-US-IL	US-IL	US	1902	1902-US-IL
1902-US-IN	US-IN	US	1902	1902-US-IN
1902-US-KS	US-KS	US	1902	1902-US-KS
1902-US-KY	US-KY	US	1902	1902-US-KY
1902-US-MA	US-MA	US	1902	1902-US-MA
1902-US-MD	US-MD	US	1902	1902-US-MD
1902-US-ME	US-ME	US	1902	1902-US-ME
1902-US-MI	US-MI	US	1902	1902-US-MI
1902-US-MN	US-MN	US	1902	1902-US-MN
1902-US-MO	US-MO	US	1902	1902-US-MO
1902-US-MS	US-MS	US	1902	1902-US-MS
1902-US-MT	US-MT	US	1902	1902-US-MT
1902-US-ND	US-ND	US	1902	1902-US-ND
1902-US-NE	US-NE	US	1902	1902-US-NE
1902-US-NH	US-NH	US	1902	1902-US-NH
1902-US-NJ	US-NJ	US	1902	1902-US-NJ
1902-US-NY	US-NY	US	1902	1902-US-NY
1902-US-OH	US-OH	US	1902	1902-US-OH
1902-US-OR	US-OR	US	1902	1902-US-OR
1902-US-PA	US-PA	US	1902	1902-US-PA
1902-US-RI	US-RI	US	1902	1902-US-RI
1902-US-SC	US-SC	US	1902	1902-US-SC
1902-US-TN	US-TN	US	1902	1902-US-TN
1902-US-TX	US-TX	US	1902	1902-US-TX
1902-US-WA	US-WA	US	1902	1902-US-WA
1902-US-WI	US-WI	US	1902	1902-US-WI
1902-US-WY	US-WY	US	1902	1902-US-WY
1903-CA-MB	CA-MB	CA	1903	1903-CA-MB
1903-CA-NB	CA-NB	CA	1903	1903-CA-NB
1903-CA-NS	CA-NS	CA	1903	1903-CA-NS
1903-CA-NT	CA-NT	CA	1903	1903-CA-NT
1903-CA-NU	CA-NU	CA	1903	1903-CA-NU
1903-CA-ON	CA-ON	CA	1903	1903-CA-ON
1903-US-AK	US-AK	US	1903	1903-US-AK
1903-US-AL	US-AL	US	1903	1903-US-AL
1903-US-AZ	US-AZ	US	1903	1903-US-AZ
1903-US-CA	US-CA	US	1903	1903-US-CA
1903-US-CO	US-CO	US	1903	1903-US-CO
1903-US-CT	US-CT	US	1903	1903-US-CT
1903-US-FL	US-FL	US	1903	1903-US-FL
1903-US-GA	US-GA	US	1903	1903-US-GA
1903-US-IA	US-IA	US	1903	1903-US-IA
1903-US-ID	US-ID	US	1903	1903-US-ID
1903-US-IL	US-IL	US	1903	1903-US-IL
1903-US-MA	US-MA	US	1903	1903-US-MA
1903-US-MD	US-MD	US	1903	1903-US-MD
1903-US-ME	US-ME	US	1903	1903-US-ME
1903-US-MI	US-MI	US	1903	1903-US-MI
1903-US-MO	US-MO	US	1903	1903-US-MO
1903-US-MT	US-MT	US	1903	1903-US-MT
1903-US-ND	US-ND	US	1903	1903-US-ND
1903-US-NE	US-NE	US	1903	1903-US-NE
1903-US-NH	US-NH	US	1903	1903-US-NH
1903-US-NJ	US-NJ	US	1903	1903-US-NJ
1903-US-NY	US-NY	US	1903	1903-US-NY
1903-US-OH	US-OH	US	1903	1903-US-OH
1903-US-RI	US-RI	US	1903	1903-US-RI
1903-US-SC	US-SC	US	1903	1903-US-SC
1903-US-TX	US-TX	US	1903	1903-US-TX
1903-US-VA	US-VA	US	1903	1903-US-VA
1903-US-WA	US-WA	US	1903	1903-US-WA
1903-US-WI	US-WI	US	1903	1903-US-WI
1903-US-WV	US-WV	US	1903	1903-US-WV
1904-CA-BC	CA-BC	CA	1904	1904-CA-BC
1904-CA-MB	CA-MB	CA	1904	1904-CA-MB
1904-CA-NS	CA-NS	CA	1904	1904-CA-NS
1904-CA-NT	CA-NT	CA	1904	1904-CA-NT
1904-CA-ON	CA-ON	CA	1904	1904-CA-ON
1904-CA-QC	CA-QC	CA	1904	1904-CA-QC
1904-CA-SK	CA-SK	CA	1904	1904-CA-SK
1904-CA-YT	CA-YT	CA	1904	1904-CA-YT
1904-US-AK	US-AK	US	1904	1904-US-AK
1904-US-AR	US-AR	US	1904	1904-US-AR
1904-US-AZ	US-AZ	US	1904	1904-US-AZ
1904-US-CA	US-CA	US	1904	1904-US-CA
1904-US-CO	US-CO	US	1904	1904-US-CO
1904-US-CT	US-CT	US	1904	1904-US-CT
1904-US-FL	US-FL	US	1904	1904-US-FL
1904-US-GA	US-GA	US	1904	1904-US-GA
1904-US-IA	US-IA	US	1904	1904-US-IA
1904-US-IL	US-IL	US	1904	1904-US-IL
1904-US-KY	US-KY	US	1904	1904-US-KY
1904-US-MA	US-MA	US	1904	1904-US-MA
1904-US-ME	US-ME	US	1904	1904-US-ME
1904-US-MI	US-MI	US	1904	1904-US-MI
1904-US-MO	US-MO	US	1904	1904-US-MO
1904-US-MS	US-MS	US	1904	1904-US-MS
1904-US-MT	US-MT	US	1904	1904-US-MT
1904-US-ND	US-ND	US	1904	1904-US-ND
1904-US-NE	US-NE	US	1904	1904-US-NE
1904-US-NH	US-NH	US	1904	1904-US-NH
1904-US-NJ	US-NJ	US	1904	1904-US-NJ
1904-US-NM	US-NM	US	1904	1904-US-NM
1904-US-NY	US-NY	US	1904	1904-US-NY
1904-US-OH	US-OH	US	1904	1904-US-OH
1904-US-PA	US-PA	US	1904	1904-US-PA
1904-US-SC	US-SC	US	1904	1904-US-SC
1904-US-SD	US-SD	US	1904	1904-US-SD
1904-US-TN	US-TN	US	1904	1904-US-TN
1904-US-TX	US-TX	US	1904	1904-US-TX
